model,train_dataset,corruption,severity,n,accuracy,ece,aurc,sel_acc_70
medgemma,pathvqa,contrast_shift,2,2060,0.546602,0.297260,0.313105,0.516644
medgemma,pathvqa,contrast_shift,3,2060,0.545146,0.293544,0.313759,0.513870
medgemma,pathvqa,jpeg_compression,1,2060,0.544660,0.296944,0.314830,0.515257
medgemma,pathvqa,jpeg_compression,2,2060,0.544175,0.296855,0.314558,0.513870
medgemma,pathvqa,jpeg_compression,3,2060,0.543689,0.294288,0.316266,0.513176
medgemma,pathvqa,downscale_upscale,1,2060,0.546602,0.296935,0.316839,0.515257
medgemma,pathvqa,downscale_upscale,2,2060,0.546602,0.294052,0.313334,0.517337
medgemma,pathvqa,downscale_upscale,3,2060,0.545631,0.290832,0.313602,0.515257
huatuo,vqa_rad,clean,0,122,0.819672,0.135033,0.130479,0.837209
huatuo,vqa_rad,gaussian_noise,1,122,0.811475,0.150109,0.134671,0.825581
huatuo,vqa_rad,gaussian_noise,2,122,0.803279,0.123285,0.130810,0.837209
huatuo,vqa_rad,gaussian_noise,3,122,0.786885,0.152048,0.139805,0.825581
huatuo,vqa_rad,gaussian_blur,1,122,0.827869,0.132021,0.128149,0.837209
huatuo,vqa_rad,gaussian_blur,2,122,0.795082,0.127516,0.127793,0.848837
huatuo,vqa_rad,gaussian_blur,3,122,0.795082,0.129429,0.127492,0.837209
huatuo,vqa_rad,motion_blur,1,122,0.811475,0.130865,0.132046,0.848837
huatuo,vqa_rad,motion_blur,2,122,0.811475,0.130558,0.129388,0.837209
huatuo,vqa_rad,motion_blur,3,122,0.803279,0.114149,0.125873,0.837209
huatuo,vqa_rad,brightness_shift,1,122,0.811475,0.140838,0.131728,0.837209
huatuo,vqa_rad,brightness_shift,2,122,0.795082,0.135035,0.142194,0.825581
huatuo,vqa_rad,brightness_shift,3,122,0.803279,0.133766,0.136582,0.825581
huatuo,vqa_rad,contrast_shift,1,122,0.811475,0.123823,0.131551,0.837209
huatuo,vqa_rad,contrast_shift,2,122,0.811475,0.135376,0.130219,0.837209
huatuo,vqa_rad,contrast_shift,3,122,0.786885,0.143153,0.129220,0.837209
huatuo,vqa_rad,jpeg_compression,1,122,0.819672,0.125722,0.131363,0.837209
huatuo,vqa_rad,jpeg_compression,2,122,0.819672,0.118165,0.131580,0.848837
huatuo,vqa_rad,jpeg_compression,3,122,0.786885,0.136119,0.132732,0.837209
huatuo,vqa_rad,downscale_upscale,1,122,0.819672,0.122236,0.129291,0.837209
huatuo,vqa_rad,downscale_upscale,2,122,0.811475,0.133684,0.129480,0.825581
huatuo,vqa_rad,downscale_upscale,3,122,0.795082,0.130148,0.117927,0.848837
huatuo,slake_en,clean,0,357,0.837535,0.082683,0.055784,0.924000
huatuo,slake_en,gaussian_noise,1,357,0.826331,0.099036,0.057930,0.912000
huatuo,slake_en,gaussian_noise,2,357,0.817927,0.096840,0.055946,0.912000
huatuo,slake_en,gaussian_noise,3,357,0.831933,0.081173,0.059509,0.904000
huatuo,slake_en,gaussian_blur,1,357,0.840336,0.085298,0.054472,0.924000
huatuo,slake_en,gaussian_blur,2,357,0.834734,0.096263,0.057509,0.920000
huatuo,slake_en,gaussian_blur,3,357,0.823529,0.078314,0.064312,0.916000
huatuo,slake_en,motion_blur,1,357,0.848739,0.081510,0.051141,0.936000
huatuo,slake_en,motion_blur,2,357,0.840336,0.071340,0.051164,0.932000
huatuo,slake_en,motion_blur,3,357,0.834734,0.049565,0.055497,0.916000
huatuo,slake_en,brightness_shift,1,357,0.845938,0.092655,0.053327,0.932000
huatuo,slake_en,brightness_shift,2,357,0.845938,0.090722,0.051507,0.932000
huatuo,slake_en,brightness_shift,3,357,0.848739,0.092761,0.050659,0.928000
huatuo,slake_en,contrast_shift,1,357,0.843137,0.099167,0.055289,0.932000
huatuo,slake_en,contrast_shift,2,357,0.845938,0.083598,0.051149,0.932000
huatuo,slake_en,contrast_shift,3,357,0.843137,0.083494,0.047429,0.940000
huatuo,slake_en,jpeg_compression,1,357,0.820728,0.096022,0.056656,0.928000
huatuo,slake_en,jpeg_compression,2,357,0.834734,0.091684,0.059386,0.912000
huatuo,slake_en,jpeg_compression,3,357,0.826331,0.100347,0.054979,0.912000
huatuo,slake_en,downscale_upscale,1,357,0.843137,0.084398,0.054954,0.924000
huatuo,slake_en,downscale_upscale,2,357,0.843137,0.074655,0.054980,0.916000
huatuo,slake_en,downscale_upscale,3,357,0.834734,0.079840,0.055355,0.916000
huatuo,pathvqa,clean,0,2060,0.852913,0.074202,0.048775,0.923024
huatuo,pathvqa,gaussian_noise,1,2060,0.852427,0.078512,0.049818,0.923024
huatuo,pathvqa,gaussian_noise,2,2060,0.848544,0.080595,0.052364,0.923717
huatuo,pathvqa,gaussian_noise,3,2060,0.837864,0.090031,0.055095,0.918169
huatuo,pathvqa,gaussian_blur,1,2060,0.854854,0.073756,0.047782,0.927184
huatuo,pathvqa,gaussian_blur,2,2060,0.853883,0.071213,0.050715,0.919556
huatuo,pathvqa,gaussian_blur,3,2060,0.840777,0.080643,0.058816,0.909847
huatuo,pathvqa,motion_blur,1,2060,0.851942,0.076685,0.050309,0.921637
huatuo,pathvqa,motion_blur,2,2060,0.844660,0.077936,0.053964,0.913315
huatuo,pathvqa,motion_blur,3,2060,0.833495,0.084463,0.062941,0.900139
huatuo,pathvqa,brightness_shift,1,2060,0.851942,0.074556,0.049261,0.924411
huatuo,pathvqa,brightness_shift,2,2060,0.852427,0.072517,0.049838,0.921637
huatuo,pathvqa,brightness_shift,3,2060,0.845631,0.076617,0.051871,0.916782
huatuo,pathvqa,contrast_shift,1,2060,0.853398,0.076848,0.048430,0.925104
huatuo,pathvqa,contrast_shift,2,2060,0.848544,0.079141,0.050373,0.920250
huatuo,pathvqa,contrast_shift,3,2060,0.844175,0.081685,0.052293,0.918169
huatuo,pathvqa,jpeg_compression,1,2060,0.858252,0.074205,0.049239,0.924411
huatuo,pathvqa,jpeg_compression,2,2060,0.856796,0.073091,0.049594,0.923717
huatuo,pathvqa,jpeg_compression,3,2060,0.849515,0.076921,0.051566,0.919556
huatuo,pathvqa,downscale_upscale,1,2060,0.854854,0.074032,0.047695,0.924411
huatuo,pathvqa,downscale_upscale,2,2060,0.856796,0.072997,0.047680,0.925798
huatuo,pathvqa,downscale_upscale,3,2060,0.852913,0.071994,0.051085,0.923717
